1488844,1,3
822109,1,5
885013,1,4
30878,1,4
823519,1,3
893988,1,3
124105,1,4
1248029,1,3
1842128,1,4
2238063,1,3
1503895,1,4
2207774,1,5
2590061,1,3
2442,1,3
543865,1,4
1209119,1,4
804919,1,4
1086807,1,3
1711859,1,4
372233,1,5
1080361,1,3
1245640,1,3
558634,1,4
2165002,1,4
1181550,1,3
1227322,1,4
427928,1,4
814701,1,5
808731,1,4
662870,1,5
337541,1,5
786312,1,3
1133214,1,4
1537427,1,4
1209954,1,5
2381599,1,3
525356,1,2
1910569,1,4
2263586,1,4
2421815,1,2
1009622,1,1
1481961,1,2
401047,1,4
2179073,1,3
1434636,1,3
93986,1,5
1308744,1,5
2647871,1,4
1905581,1,5
2508819,1,3
1578279,1,1
1159695,1,4
2588432,1,3
2423091,1,3
470232,1,4
2148699,1,2
1342007,1,3
466135,1,4
2472440,1,3
1283744,1,3
1927580,1,4
716874,1,5
4326,1,4
1546549,1,5
1493697,1,1
880166,1,5
535396,1,2
494609,1,4
1961619,1,5
883478,1,4
793564,1,4
1567202,1,2
573537,1,4
1972040,1,4
1838912,1,3
411705,1,4
2244518,1,5
584542,1,5
667730,1,5
2488120,1,5
1926776,1,1
38052,1,3
1196100,1,4
314933,1,3
1792741,1,2
769643,1,1
2477242,1,5
1421006,1,3
729846,1,4
1719610,1,2
1696031,1,4
1817215,1,4
406057,1,4
636262,1,1
1245406,1,4
1834590,1,3
593225,1,3
1011918,1,4
1665054,1,4
2630337,1,5
1155747,1,3
2439493,1,1
479924,1,5
530789,1,5
765860,1,4
231001,1,3
1493615,1,5
1850615,1,2
68959,1,3
147386,1,5
624035,1,5
782308,1,5
1116080,1,5
421374,1,5
1158759,1,4
1025798,1,3
1215397,1,5
2475251,1,4
321111,1,2
2162676,1,3
2635437,1,4
2389367,1,1
485622,1,5
235553,1,4
831869,1,4
99400,1,5
684876,1,4
1871179,1,3
1107678,1,5
642036,1,3
700890,1,5
2289956,1,5
2040859,1,1
1524964,1,3
121318,1,4
317050,1,5
2287003,1,5
59052,1,2
893742,1,4
1346257,1,3
55016,1,3
30245,1,5
743633,1,4
1596531,1,5
1125499,1,5
706832,1,4
2465337,1,3
2291422,1,1
1777406,1,3
1904905,1,4
2450433,1,3
1348967,1,2
638020,1,3
2217779,1,4
194280,1,1
493009,1,4
1567167,1,4
850327,1,5
520386,1,3
320540,1,2
1188228,1,2
57961,1,4
1113230,1,3
1374216,1,2
595778,1,3
209573,1,4
2354601,1,5
2563596,1,4
835265,1,4
1819474,1,3
1447104,1,3
1100940,1,1
143274,1,3
2329565,1,4
181592,1,4
936396,1,2
1125797,1,3
2283366,1,3
514495,1,4
1772176,1,3
1877347,1,4
1287892,1,4
255443,1,2
890669,1,4
1989766,1,4
2315073,1,4
14756,1,4
907623,1,3
991423,1,4
1604238,1,4
1027056,1,3
2025883,1,5
732936,1,5
563962,1,5
799442,1,4
352635,1,5
2537543,1,5
1564395,1,4
1655178,1,4
573434,1,4
1141189,1,4
383247,1,5
1763921,1,5
1943970,1,5
322009,1,3
2333817,1,3
2095681,1,2
1149588,1,4
2354740,1,5
2421360,1,5
496087,1,2
2191781,1,1
1694083,1,4
818416,1,3
701960,1,5
2090477,1,4
1664010,1,5
2583822,1,5
369646,1,5
2234063,1,4
259799,1,4
1077982,1,4
2631796,1,4
1122383,1,3
1508526,1,3
1600207,1,5
1283117,1,5
1727869,1,5
1522799,1,4
1394012,1,5
1558286,1,3
1155602,1,3
361066,1,3
1743210,1,5
1148389,1,4
2268101,1,4
519684,1,5
767518,1,5
122197,1,1
2112162,1,4
1073367,1,3
400162,1,5
1524343,1,5
741245,1,4
2563768,1,3
1406595,1,4
1137010,1,4
60343,1,5
225765,1,4
2530404,1,3
437881,1,3
1935793,1,1
134001,1,4
2607300,1,3
1008986,1,4
94565,1,4
828410,1,4
1805202,1,4
1922925,1,4
1435717,1,5
2277395,1,4
2305014,1,5
166041,1,4
2413320,1,4
87113,1,2
722591,1,5
2291306,1,1
2010770,1,4
255383,1,5
1873429,1,4
1647618,1,4
608234,1,5
42930,1,3
1462072,1,5
685565,1,5
3321,1,3
2554942,1,4
1874547,1,4
2269844,1,5
34907,1,3
1779903,1,4
2576424,1,4
230112,1,3
508727,1,3
1603525,1,3
172264,1,4
1182185,1,4
2275470,1,2
491531,1,5
1346432,1,4
1554712,1,5
1450941,1,5
1714116,1,3
2016488,1,4
1782762,1,4
1343170,1,5
2565752,1,4
435841,1,3
2242821,1,5
638824,1,5
2256485,1,1
101597,1,5
623036,1,5
1559445,1,5
1723381,1,5
1824586,1,4
2233105,1,4
682963,1,3
2529547,1,5
504620,1,2
1682104,1,4
16272,1,4
2491785,1,5
978412,1,5
2054145,1,3
2444240,1,3
547732,1,3
811790,1,5
31913,1,4
437111,1,4
640588,1,4
2625019,1,3
2605190,1,5
915,1,5
1430587,1,4
2544219,1,5
2603381,1,5
305344,1,1
2569099,1,1
2430356,1,4
885165,1,4
2380806,1,5
1512406,1,1
1774623,1,4
2226525,1,4
2537076,1,4
2060858,1,4
498469,1,5
68033,1,4
1819146,1,5
2088415,1,4
473070,1,5
1823641,1,5
1839976,1,2
14924,1,5
1852606,1,4
453694,1,5
921487,1,2
1022254,1,5
2464081,1,4
1228324,1,4
1563530,1,4
1181170,1,3
1357013,1,3
21722,1,4
288420,1,5
1739170,1,5
2584676,1,3
2013504,1,4
1245176,1,4
269524,1,3
661344,1,3
652324,1,3
2239213,1,3
863302,1,4
758850,1,4
1884755,1,2
544833,1,3
1562707,1,1
810700,1,5
837756,1,5
155164,1,4
493945,1,5
1565175,1,5
2005193,1,4
1605780,1,4
1294335,1,2
608576,1,4
659505,1,4
1604707,1,4
2630797,1,5
402266,1,5
752642,1,3
1906145,1,4
389872,1,2
1462866,1,2
1952116,1,4
54774,1,4
1776980,1,5
1494196,1,5
253794,1,5
1569513,1,3
596728,1,2
1107588,1,1
1133763,1,3
1398076,1,4
1178171,1,4
984369,1,3
2618594,1,4
1653834,1,4
2322840,1,3
2207647,1,4
1994111,1,4
1824044,1,4
2255037,1,3
2056022,1,3
1458179,1,4
1508350,1,4
1168571,1,5
766489,1,3
1424199,1,5
2054180,1,3
448902,1,5
1547173,1,3
1751103,1,4
121073,1,5
2609436,1,4
1398626,1,2
1311231,1,3
2279000,1,3
236921,1,5
2566259,1,5
758937,1,4
2260684,1,4
1190829,1,4
136106,1,3
344753,1,3
568930,1,5
206115,1,4
2390644,1,3
2078679,1,5
1682651,1,4
386915,1,4
972136,1,3
1806515,1,3
11589,1,3
2118461,1,5
444411,1,3
691108,1,4
332401,1,3
1278488,1,4
358776,1,4
387418,1,1
872408,1,4
646098,1,4
396595,1,5
1366860,1,4
1046882,1,3
470861,1,5
1455257,1,4
1274780,1,3
379184,1,4
1273630,1,4
492291,1,3
145873,1,3
1388284,1,5
712610,1,4
1116065,1,1
660499,1,1
1918987,1,4
1357894,1,3
190418,1,3
1060658,1,3
1443203,1,4
1772839,1,5
2385774,1,3
1059319,1,3
831775,1,4
881346,1,5
1066317,1,4
13651,1,3
208920,1,4
308753,1,5
2564257,1,3
565041,1,4
1602153,1,4
173930,1,4
202811,1,3
353369,1,3
1201176,1,4
2047577,1,3
685113,1,4
1686060,1,5
151004,1,5
2126192,1,3
1981464,1,4
1862581,1,4
1255780,1,5
1962300,1,3
1515355,1,3
1001779,1,4
2093105,1,3
1123959,1,3
1876297,1,5
1364481,1,4
998236,1,5
328415,1,3
1347129,1,4
1117062,1,4
1033930,1,3
45117,1,5
1005769,1,5
712609,1,4
740495,1,4
2497991,1,4
1017324,1,4
120491,1,5
1645794,1,4
1658790,1,3
2451020,1,4
1878798,1,4
1790903,1,4
1254683,1,1
874943,1,5
121456,1,4
1140108,1,4
515436,1,1
272689,1,5
1247177,1,3
263240,1,3
2539549,1,3
2565654,1,5
334701,1,3
42921,1,3
2011399,1,5
433945,1,5
2151149,1,4
1415954,1,2
1086360,1,3
2419258,1,4
2380848,1,5
1550216,1,1
596533,1,5
287901,1,5
188613,1,4
1654508,1,3
1313126,1,5
51334,1,4
2374451,1,4
2031093,1,4
548064,1,5
946102,1,5
1790158,1,4
1403184,1,3
1535440,1,4
1426604,1,4
1815755,1,5
2059652,2,4
1666394,2,3
1759415,2,4
1959936,2,5
998862,2,4
2625420,2,2
573975,2,3
392722,2,4
1401650,2,4
988104,2,3
977632,2,4
2557870,2,4
1793899,2,5
1340535,2,5
1888322,2,5
1283598,2,3
1784150,2,4
2271251,2,5
65932,2,3
1828884,2,5
1878728,2,4
1922778,2,3
1176404,2,4
2265116,2,3
1078701,2,4
1832577,2,4
748922,2,5
1013802,2,1
1131325,2,2
2244378,2,4
494639,2,2
636262,2,1
1903158,2,4
220427,2,4
2439493,2,1
2225116,2,4
1445632,2,5
2592823,2,4
1288603,2,5
2556926,2,3
1190070,2,4
1312846,2,3
2226229,2,3
1563935,2,1
69809,2,5
1349753,2,3
785768,2,3
426476,2,5
810636,2,4
468713,2,5
222290,2,4
349407,2,5
311232,2,2
2596999,2,4
1025601,2,5
1743759,2,4
2385553,2,5
1374216,2,1
526466,2,4
2648861,2,3
1210631,2,3
2314531,2,4
618272,2,1
2532807,2,3
412535,2,4
1315005,2,4
1358911,2,5
507603,2,1
1507649,2,5
845529,2,5
1479907,2,5
236271,2,2
2422676,2,3
1636093,2,5
995594,2,5
1664010,2,4
2431481,2,3
1980668,2,5
402321,2,4
1344564,2,3
1632603,2,3
2567280,2,3
1623166,2,3
521932,2,4
105086,2,5
2072554,2,5
2231529,2,3
2103439,2,2
261764,2,1
193476,2,5
1576540,2,4
1783594,2,5
503334,2,4
183903,2,5
2606799,2,1
1236127,2,4
2375962,2,3
2212071,2,3
1252841,2,3
247898,2,5
970975,2,3
305344,2,1
1581186,2,4
1129620,2,3
584750,2,3
11409,2,5
1875495,2,2
1403217,2,2
2147527,2,1
2418486,2,4
1476323,2,5
2345723,2,4
2640085,2,5
1803154,2,2
1251170,2,2
527491,2,4
391517,2,4
1398626,2,3
828919,2,5
196494,2,5
715897,2,5
268917,2,2
41422,2,4
1806515,2,3
2118461,2,4
387418,2,1
2019055,2,5
348960,2,1
1167731,2,4
2468831,2,5
219925,2,4
1025193,2,5
630887,2,5
1461435,2,1
1838586,2,1
1515430,2,3
1807053,2,5
1172326,2,5
1785842,2,3
803752,2,3
1581265,2,3
515436,2,1
1824543,2,4
1283204,2,3
1272122,2,5
1025579,3,4
712664,3,5
1331154,3,4
2632461,3,3
44937,3,5
656399,3,4
439011,3,1
1436762,3,3
1644750,3,3
2031561,3,4
616720,3,4
2467008,3,4
975874,3,5
701730,3,2
1614320,3,4
115498,3,3
931626,3,2
699878,3,4
1694958,3,3
66414,3,5
2519847,3,5
948069,3,3
67315,3,4
704249,3,4
454417,3,4
1995318,3,3
2158448,3,5
574843,3,5
714960,3,4
620771,3,2
253876,3,4
1632700,3,4
603277,3,3
79160,3,4
1859725,3,4
